Id,SalePrice
1710,172337.22
1711,174341.58
1712,174025.45
1713,171670.52
1714,161802.47
1715,165558.42
1716,161504.66
1717,161347.2
1718,145023.95
1719,162946.86
1720,163526.39
1721,158976.23
1722,142202.17
1723,157557.64
1724,167102.75
1725,175461.05
1726,159300.02
1727,153853.67
1728,161504.47
1729,160431.66
1730,139761.58
1731,147614.3
1732,150275.56
1733,146488.5
1734,145125.53
1735,152268.28
1736,151430.2
1737,168910.89
1738,176624.31
1739,166359.78
1740,173136.86
1741,171395.55
1742,161172.36
1743,160097.2
1744,163680.89
1745,156579.17
1746,153889.47
1747,163672.14
1748,167849.6
1749,158650.75
1750,151037.45
1751,176739.17
1752,149228.45
1753,152101.92
1754,163701.89
1755,162103.05
1756,154790.45
1757,147121.89
1758,161597.64
1759,153607.62
1760,163649.42
1761,156820.67
1762,160358.48
1763,158724.64
1764,146786.75
1765,148365.58
1766,166230.98
1767,167694.97
1768,156530.92
1769,162761.42
1770,153638.61
1771,145594.36
1772,146819.08
1773,153701.0
1774,160901.88
1775,150489.3
1776,141914.36
1777,140755.56
1778,152542.02
1779,133215.95
1780,155580.98
1781,150160.48
1782,140432.3
1783,157858.6
1784,139069.86
1785,148524.48
1786,154270.64
1787,157125.66
1788,116567.07
1789,143053.75
1790,144407.86
1791,164901.44
1792,156599.64
1793,145326.2
1794,152033.06
1795,145805.38
1796,143904.33
1797,140875.58
1798,147693.72
1799,139685.8
1800,148205.94
1801,143801.19
1802,141642.69
1803,157347.86
1804,153719.11
1805,151171.97
1806,140087.67
1807,141786.52
1808,146329.92
1809,138164.34
1810,152727.06
1811,115993.1
1812,124165.95
1813,137889.28
1814,135199.1
1815,109635.27
1816,139573.66
1817,147006.95
1818,136143.52
1819,150150.64
1820,127842.13
1821,136422.11
1822,157252.55
1823,109166.08
1824,147329.53
1825,148052.2
1826,141643.48
1827,139972.45
1828,140021.58
1829,140303.73
1830,144880.27
1831,143196.08
1832,124230.78
1833,148174.52
1834,141647.66
1835,118067.25
1836,134112.3
1837,117582.24
1838,137792.2
1839,138612.27
1840,133324.25
1841,143647.61
1842,132470.7
1843,154405.44
1844,150797.3
1845,154233.78
1846,158333.8
1847,162771.27
1848,100686.62
1849,130886.09
1850,145038.3
1851,154471.08
1852,151316.89
1853,152644.27
1854,152191.55
1855,153753.58
1856,173458.23
1857,135305.98
1858,130540.5
1859,130122.414
1860,157576.31
1861,128283.96
1862,184139.23
1863,182428.27
1864,182428.8
1865,172897.8
1866,176461.64
1867,173887.3
1868,178687.45
1869,170912.56
1870,170605.94
1871,174115.61
1872,170949.36
1873,166532.36
1874,153823.58
1875,161478.0
1876,174733.1
1877,170751.02
1878,172485.86
1879,152589.64
1880,152911.45
1881,171596.36
1882,177844.39
1883,168414.14
1884,167666.08
1885,170034.23
1886,173051.84
1887,174830.98
1888,177999.67
1889,167723.83
1890,148658.17
1891,146681.38
1892,132407.27
1893,143189.61
1894,146824.39
1895,155507.12
1896,153701.28
1897,146680.67
1898,143294.69
1899,155348.66
1900,148619.78
1901,151057.31
1902,151992.23
1903,157021.64
1904,146871.8
1905,161497.5
1906,136240.73
1907,154565.86
1908,148686.17
1909,155389.0
1910,154249.77
1911,164686.3
1912,162901.73
1913,149286.89
1914,129004.17
1915,157495.7
1916,98370.98
1917,163875.17
1918,154783.44
1919,158068.31
1920,148762.98
1921,165206.94
1922,158941.45
1923,162453.06
1924,167422.62
1925,164970.94
1926,167378.48
1927,154051.64
1928,155778.64
1929,145859.58
1930,147612.52
1931,150710.02
1932,150063.9
1933,164440.45
1934,164377.56
1935,166669.52
1936,163823.86
1937,160480.7
1938,159593.48
1939,160524.95
1940,156394.45
1941,162235.45
1942,162062.86
1943,157704.56
1944,173526.67
1945,170170.95
1946,144556.78
1947,158112.98
1948,160050.1
1949,165341.12
1950,160225.89
1951,166504.64
1952,164708.42
1953,162971.97
1954,162275.48
1955,150498.78
1956,174748.05
1957,161512.48
1958,183728.67
1959,157118.88
1960,147083.19
1961,145748.47
1962,143873.34
1963,145703.08
1964,148588.77
1965,148580.02
1966,146653.69
1967,170787.27
1968,179072.25
1969,176226.52
1970,181413.77
1971,171720.75
1972,175273.2
1973,174544.22
1974,178380.83
1975,172512.4
1976,176901.61
1977,182316.7
1978,180151.19
1979,172642.33
1980,170699.9
1981,171172.45
1982,169865.53
1983,167958.19
1984,162891.12
1985,174161.67
1986,171708.39
1987,161251.02
1988,171109.39
1989,169837.56
1990,174633.11
1991,175178.86
1992,175739.97
1993,167401.12
1994,166006.36
1995,166197.81
1996,173895.86
1997,172883.2
1998,180454.14
1999,175056.77
2000,180803.97
2001,175968.36
2002,170388.33
2003,176683.58
2004,178340.86
2005,166761.55
2006,164116.58
2007,175495.39
2008,161569.05
2009,164991.94
2010,168457.05
2011,144576.88
2012,160048.83
2013,168498.84
2014,168409.45
2015,169458.92
2016,168274.97
2017,160741.52
2018,150358.48
2019,152410.77
2020,137439.98
2021,142227.97
2022,161771.67
2023,149927.38
2024,179050.34
2025,175376.83
2026,156990.73
2027,157770.7
2028,156953.95
2029,155679.78
2030,168446.83
2031,170884.53
2032,166273.66
2033,171376.23
2034,162548.86
2035,170597.3
2036,165507.58
2037,162767.3
2038,159610.73
2039,152380.05
2040,170666.89
2041,162520.1
2042,168570.48
2043,155008.92
2044,159626.92
2045,163612.23
2046,150632.45
2047,152607.64
2048,150673.95
2049,156706.53
2050,154106.3
2051,130268.52
2052,146664.08
2053,155846.17
2054,132496.86
2055,152422.48
2056,153700.02
2057,152848.08
2058,176707.47
2059,158854.73
2060,155964.84
2061,163663.45
2062,148688.36
2063,151041.61
2064,150787.95
2065,138142.66
2066,166424.8
2067,135799.98
2068,149936.92
2069,120284.43
2070,142630.64
2071,144683.94
2072,155752.88
2073,154397.97
2074,164458.7
2075,151705.06
2076,145058.58
2077,148884.73
2078,145844.23
2079,149989.31
2080,140500.06
2081,142802.28
2082,133248.03
2083,145582.69
2084,145225.62
2085,146536.69
2086,144101.44
2087,141610.8
2088,135692.22
2089,139071.61
2090,140076.39
2091,128214.59
2092,137715.17
2093,124699.11
2094,132358.95
2095,151028.39
2096,127098.83
2097,127999.11
2098,143631.66
2099,129449.56
2100,121599.195
2101,131984.77
2102,143208.22
2103,144663.92
2104,143217.42
2105,133642.02
2106,116250.92
2107,154380.39
2108,142904.39
2109,141674.89
2110,142108.69
2111,138913.33
2112,147597.17
2113,138837.8
2114,141510.16
2115,155318.9
2116,140341.31
2117,145289.02
2118,149475.89
2119,136098.05
2120,138872.73
2121,116334.72
2122,145901.08
2123,118204.625
2124,145767.34
2125,144683.39
2126,154792.8
2127,140445.61
2128,138094.06
2129,131102.61
2130,140931.11
2131,148213.67
2132,133822.88
2133,147635.67
2134,146749.33
2135,130267.766
2136,116713.63
2137,147491.16
2138,146902.77
2139,157089.27
2140,154199.89
2141,152644.58
2142,150280.39
2143,149947.0
2144,136469.17
2145,155726.55
2146,150223.94
2147,150820.25
2148,143999.92
2149,152493.55
2150,162448.55
2151,148123.92
2152,133514.08
2153,157328.19
2154,127230.19
2155,156526.5
2156,170752.9
2157,173871.39
2158,172311.77
2159,166807.39
2160,166949.89
2161,176942.89
2162,180277.08
2163,176346.67
2164,169461.83
2165,149121.05
2166,156015.14
2167,174030.44
2168,168756.94
2169,170029.69
2170,171696.11
2171,158962.14
2172,156260.05
2173,148672.11
2174,177723.73
2175,175776.33
2176,174883.64
2177,170820.52
2178,175760.94
2179,160430.89
2180,159369.73
2181,166918.55
2182,169823.3
2183,165484.02
2184,145984.11
2185,146124.28
2186,150913.7
2187,151377.03
2188,156169.33
2189,151929.69
2190,104592.87
2191,105889.65
2192,125310.83
2193,123923.56
2194,111093.06
2195,148943.27
2196,135312.2
2197,145611.11
2198,157142.64
2199,156442.3
2200,148941.17
2201,149461.27
2202,154375.36
2203,153605.34
2204,148401.17
2205,137268.12
2206,147332.86
2207,151702.3
2208,165241.45
2209,160897.78
2210,151010.53
2211,140657.38
2212,143620.55
2213,129214.16
2214,147439.92
2215,138284.81
2216,145156.97
2217,89636.83
2218,129647.75
2219,121214.64
2220,122287.33
2221,158159.89
2222,160746.22
2223,168785.3
2224,171727.48
2225,137931.39
2226,162094.98
2227,170450.23
2228,167108.23
2229,169420.78
2230,153988.48
2231,166843.1
2232,167298.7
2233,158656.3
2234,173487.66
2235,166322.73
2236,171117.72
2237,181596.03
2238,160635.14
2239,131652.05
2240,157687.05
2241,151075.3
2242,147907.95
2243,151596.11
2244,139407.34
2245,142441.0
2246,151382.75
2247,132253.16
2248,153408.36
2249,148186.02
2250,146284.3
2251,132112.55
2252,161377.95
2253,155934.84
2254,158939.62
2255,165336.61
2256,158228.02
2257,172646.84
2258,159072.48
2259,162414.89
2260,150661.52
2261,154953.97
2262,156545.66
2263,176925.3
2264,177611.66
2265,148129.64
2266,164641.89
2267,174508.47
2268,162245.75
2269,151953.98
2270,168803.14
2271,167901.61
2272,163874.28
2273,159685.14
2274,167767.52
2275,159299.12
2276,156027.61
2277,159488.55
2278,149655.31
2279,149409.94
2280,140227.52
2281,159853.86
2282,159246.45
2283,146014.55
2284,151217.72
2285,147013.47
2286,150630.88
2287,172071.83
2288,169373.69
2289,176354.39
2290,177283.47
2291,175395.61
2292,180386.78
2293,177593.84
2294,172190.56
2295,173717.48
2296,174605.17
2297,174070.02
2298,166292.16
2299,181377.92
2300,180681.0
2301,176402.39
2302,172837.08
2303,172134.33
2304,166113.61
2305,170127.55
2306,170254.33
2307,172497.55
2308,167931.33
2309,167570.94
2310,168515.02
2311,170402.7
2312,161098.67
2313,168007.45
2314,160140.67
2315,168922.2
2316,168573.34
2317,164887.39
2318,168408.22
2319,167246.62
2320,166435.83
2321,174891.23
2322,169279.05
2323,159472.23
2324,164430.48
2325,170039.9
2326,164476.95
2327,173510.88
2328,172264.8
2329,169802.06
2330,169857.7
2331,185498.62
2332,178942.56
2333,178265.39
2334,176237.95
2335,179150.23
2336,181244.25
2337,163352.33
2338,176141.06
2339,168935.25
2340,171528.77
2341,170246.98
2342,172898.05
2343,174085.23
2344,168002.36
2345,167293.05
2346,164400.34
2347,162670.78
2348,167166.25
2349,157698.83
2350,167720.55
2351,157967.08
2352,173325.39
2353,175008.83
2354,142938.64
2355,145019.75
2356,160248.97
2357,168504.52
2358,165133.36
2359,160257.55
2360,143759.14
2361,150703.98
2362,170497.47
2363,147848.23
2364,150733.11
2365,163313.22
2366,164682.3
2367,165941.33
2368,165856.52
2369,162676.77
2370,161691.92
2371,159250.3
2372,157435.3
2373,167852.64
2374,171719.12
2375,156006.81
2376,173997.73
2377,165164.53
2378,155791.83
2379,167809.3
2380,150030.48
2381,159806.73
2382,160050.08
2383,173284.42
2384,175955.83
2385,159885.39
2386,147990.03
2387,148412.61
2388,126795.125
2389,148679.73
2390,150421.05
2391,159490.48
2392,143582.67
2393,162741.7
2394,156423.67
2395,170240.27
2396,159185.7
2397,163228.23
2398,148835.27
2399,113365.25
2400,119999.02
2401,138865.61
2402,156482.55
2403,152508.3
2404,158880.77
2405,158797.89
2406,155308.7
2407,152006.64
2408,150273.86
2409,155683.42
2410,158388.61
2411,145652.33
2412,157467.73
2413,150187.8
2414,146023.17
2415,157301.86
2416,144160.78
2417,145798.89
2418,147765.05
2419,146345.27
2420,150603.0
2421,153365.95
2422,146387.52
2423,131662.72
2424,156963.05
2425,157992.22
2426,142806.12
2427,140225.33
2428,160898.2
2429,147302.58
2430,151848.44
2431,145637.67
2432,154417.8
2433,152403.02
2434,145033.17
2435,154126.89
2436,126445.25
2437,141588.16
2438,151438.73
2439,139042.23
2440,143410.14
2441,128264.164
2442,142617.75
2443,159730.11
2444,147287.75
2445,124476.46
2446,151348.1
2447,159092.06
2448,145977.0
2449,142596.31
2450,146945.83
2451,150536.83
2452,152996.48
2453,123796.91
2454,129748.02
2455,135124.48
2456,132435.9
2457,138054.53
2458,154683.2
2459,141421.83
2460,153280.55
2461,144964.23
2462,150042.7
2463,140868.27
2464,153173.69
2465,145768.58
2466,139283.44
2467,150170.39
2468,133557.5
2469,132481.22
2470,158492.05
2471,158617.67
2472,148476.05
2473,134410.45
2474,121708.86
2475,161815.61
2476,142473.36
2477,147324.4
2478,155800.25
2479,142716.89
2480,150252.84
2481,151759.17
2482,146733.23
2483,146574.48
2484,147453.83
2485,146155.45
2486,146549.28
2487,163057.42
2488,156381.56
2489,160641.86
2490,152509.5
2491,115378.39
2492,162613.95
2493,149855.88
2494,145624.1
2495,137633.73
2496,164655.42
2497,152874.44
2498,143543.08
2499,120078.31
2500,144843.36
2501,148200.69
2502,151408.52
2503,125046.91
2504,155705.39
2505,167843.42
2506,177487.9
2507,167482.94
2508,177881.08
2509,171999.61
2510,176292.8
2511,164565.39
2512,169292.2
2513,174071.36
2514,151591.88
2515,152953.55
2516,165194.92
2517,153969.61
2518,157395.2
2519,169468.03
2520,170330.36
2521,166679.42
2522,178118.55
2523,146520.8
2524,158817.67
2525,154182.2
2526,148140.69
2527,146682.56
2528,142916.89
2529,147412.61
2530,148377.52
2531,171193.53
2532,175311.2
2533,172980.45
2534,166869.89
2535,179682.36
2536,173256.48
2537,168477.27
2538,165823.19
2539,164393.58
2540,168253.92
2541,168955.06
2542,164354.98
2543,152281.86
2544,143904.67
2545,152057.73
2546,150286.19
2547,145750.86
2548,133614.95
2549,156667.67
2550,196940.72
2551,153627.7
2552,143569.56
2553,110077.164
2554,131914.47
2555,142459.83
2556,145631.53
2557,138693.8
2558,134035.8
2559,145168.64
2560,145532.27
2561,154884.69
2562,150621.95
2563,151908.17
2564,162796.42
2565,134918.1
2566,147499.52
2567,152711.45
2568,156494.66
2569,161382.2
2570,150346.88
2571,160515.75
2572,144157.98
2573,166880.52
2574,156052.17
2575,141141.95
2576,129167.38
2577,141271.08
2578,131669.77
2579,112357.414
2580,131260.45
2581,142687.64
2582,140589.05
2583,162213.14
2584,151271.36
2585,175777.05
2586,169259.23
2587,160115.23
2588,145856.38
2589,150992.67
2590,174042.62
2591,171567.42
2592,162430.8
2593,166982.66
2594,153256.3
2595,163564.58
2596,177100.39
2597,171029.62
2598,179485.08
2599,161876.47
2600,137543.25
2601,148784.98
2602,139783.98
2603,140952.61
2604,133734.94
2605,142392.7
2606,160213.7
2607,163808.81
2608,157312.2
2609,165110.55
2610,134885.36
2611,141006.69
2612,152740.05
2613,151365.67
2614,149614.45
2615,153270.55
2616,163164.02
2617,160626.02
2618,161007.98
2619,162233.02
2620,168650.95
2621,159100.08
2622,160841.02
2623,172876.39
2624,178302.61
2625,170933.02
2626,165909.5
2627,153661.1
2628,171129.22
2629,167630.45
2630,171057.05
2631,179087.73
2632,174155.3
2633,167806.05
2634,176955.7
2635,157646.23
2636,166811.16
2637,160067.34
2638,165765.58
2639,160518.19
2640,157329.08
2641,144070.64
2642,155858.03
2643,150491.17
2644,151566.28
2645,148743.58
2646,145044.56
2647,149318.98
2648,151962.81
2649,152615.53
2650,141408.11
2651,154947.02
2652,177258.89
2653,175866.33
2654,168669.22
2655,173313.55
2656,177932.64
2657,170082.94
2658,167092.64
2659,171662.14
2660,174055.62
2661,175648.33
2662,171588.08
2663,177630.88
2664,166471.62
2665,168281.72
2666,167446.95
2667,165721.98
2668,163169.75
2669,163390.16
2670,176480.88
2671,166348.58
2672,171515.61
2673,170994.11
2674,170713.61
2675,162924.02
2676,171188.58
2677,167721.67
2678,167474.39
2679,177448.67
2680,175971.45
2681,181878.77
2682,181344.11
2683,181098.33
2684,182663.16
2685,175915.77
2686,165103.27
2687,170548.2
2688,166815.81
2689,162639.84
2690,177325.02
2691,163599.02
2692,141531.23
2693,168006.58
2694,140374.55
2695,169870.02
2696,169015.39
2697,168260.95
2698,162529.78
2699,159649.33
2700,155810.33
2701,159941.95
2702,150500.5
2703,133750.31
2704,149485.23
2705,144731.42
2706,146105.58
2707,147688.92
2708,147733.83
2709,130984.89
2710,152057.39
2711,166077.0
2712,178520.8
2713,162432.75
2714,156010.89
2715,160135.17
2716,159760.03
2717,166664.16
2718,166262.86
2719,158790.17
2720,154500.73
2721,148433.58
2722,158942.67
2723,155401.61
2724,149401.77
2725,149364.27
2726,151862.42
2727,158920.48
2728,162342.8
2729,156403.3
2730,157714.34
2731,154169.86
2732,153083.95
2733,152453.5
2734,157069.11
2735,152776.92
2736,155642.77
2737,142986.08
2738,153977.08
2739,159490.95
2740,155165.23
2741,149008.86
2742,160883.7
2743,155011.78
2744,157899.52
2745,155142.53
2746,150336.83
2747,159273.83
2748,148892.27
2749,154093.08
2750,151739.4
2751,150610.14
2752,157459.61
2753,153429.11
2754,162424.67
2755,153499.14
2756,146993.64
2757,130084.516
2758,133258.36
2759,155383.97
2760,146351.58
2761,159017.38
2762,155338.39
2763,162068.95
2764,134880.86
2765,168269.86
2766,143610.4
2767,114569.19
2768,134216.89
2769,148655.34
2770,144877.8
2771,144571.73
2772,129007.625
2773,148844.86
2774,145857.02
2775,135834.55
2776,148265.55
2777,147126.23
2778,143660.48
2779,144456.12
2780,130131.08
2781,137791.89
2782,143785.45
2783,133113.14
2784,143864.89
2785,156165.73
2786,128196.21
2787,143558.52
2788,135884.1
2789,147584.14
2790,128893.625
2791,148994.88
2792,103534.484
2793,141383.36
2794,134280.67
2795,137186.03
2796,133545.83
2797,151022.5
2798,130529.24
2799,131111.89
2800,121669.51
2801,133366.55
2802,148448.27
2803,149579.73
2804,132823.23
2805,128625.414
2806,136783.83
2807,149379.11
2808,159504.83
2809,149178.25
2810,148232.27
2811,161916.83
2812,153883.86
2813,160777.83
2814,160362.52
2815,133881.9
2816,157240.08
2817,145250.33
2818,151312.08
2819,150993.64
2820,155803.11
2821,138701.16
2822,160930.62
2823,169780.8
2824,160354.39
2825,140256.45
2826,151282.42
2827,146862.98
2828,171634.81
2829,155862.17
2830,167428.16
2831,162323.3
2832,169972.25
2833,170754.9
2834,166841.36
2835,174565.19
2836,171931.06
2837,148315.44
2838,159205.89
2839,173768.73
2840,163107.61
2841,168725.45
2842,173713.48
2843,160195.67
2844,148494.98
2845,149890.48
2846,172989.33
2847,171628.28
2848,162772.05
2849,167447.8
2850,181284.02
2851,169115.98
2852,175760.17
2853,172793.48
2854,160901.4
2855,166394.44
2856,165033.23
2857,166164.53
2858,163303.7
2859,147375.36
2860,127648.64
2861,147246.42
2862,167905.08
2863,137650.19
2864,164075.39
2865,151122.17
2866,157679.67
2867,143231.34
2868,126053.555
2869,132826.1
2870,157081.98
2871,129802.11
2872,121931.59
2873,134897.7
2874,140421.44
2875,132695.08
2876,157431.16
2877,146321.02
2878,145019.27
2879,149993.42
2880,136872.11
2881,146528.5
2882,149268.55
2883,154843.61
2884,159490.58
2885,163223.56
2886,170380.77
2887,132917.67
2888,148822.73
2889,113390.93
2890,135825.23
2891,149210.92
2892,98785.625
2893,116835.234
2894,110112.66
2895,160050.2
2896,163960.81
2897,159120.53
2898,151856.9
2899,162571.03
2900,155571.81
2901,150628.42
2902,159909.58
2903,176137.6
2904,176875.06
2905,113602.65
2906,158775.36
2907,147947.95
2908,152290.14
2909,149639.92
2910,124113.19
2911,139071.39
2912,153966.73
2913,137738.23
2914,129312.625
2915,127954.96
2916,136756.02
2917,163201.75
2918,136548.62
2919,168869.22
